Advertising_Spend,Sales
21.854305348131312,76.92530405965046
47.78214378844623,165.74246650723248
37.93972738151323,133.2478497179738
31.93963178886665,101.8508666880288
12.020838819909644,40.97457643049619
12.01975341512912,43.85469981051065
7.613762547568976,34.037639140199
43.97792655987208,151.33139186818406
32.0501755284444,108.13314633508945
36.86326600082205,126.51264578495451
5.92630224331111,25.31906844009925
48.645943347289744,171.90455726381253
42.45991883601898,145.96091490723123
14.555259980522427,53.50974709739528
13.182123524319527,46.62282008185855
13.253202943404522,51.22943525458028
18.690900933179197,61.90788779674043
28.614039423450702,98.51082724908862
24.43752583889521,83.57079967047244
18.105311308911887,56.05101484053101
32.53338026250708,115.34743230409767
11.277223729341882,40.775559413596035
18.146509184084817,63.53834942750916
21.486282948216125,74.02905465188071
25.523149289766618,82.2541688039311
40.33291826268561,139.06198730557284
13.985320197126189,47.23504810730782
28.140549728612523,94.48053770403574
31.65865559879191,109.99886603744164
7.090268572399898,26.836194287472335
32.339518335564726,122.6192436805292
12.673585565928118,45.23043854490761
7.927321684337578,29.033377848795343
47.699849176399994,166.57724253856915
48.45344148835517,159.9931891327479
41.37788066524075,144.69001295109655
18.70761961280168,65.777819694511
9.395245130287275,45.19956851843189
35.79048619304706,124.3048968517591
24.80686221828206,88.33175447565527
10.491720568015047,36.54746313952645
27.28296095500716,89.6469731544274
6.547483450184828,28.630306148222
45.91941809354519,164.47762849084205
16.645099172000762,62.213006837217904
34.81350279592919,117.30032251177846
19.026998424023493,73.60846603876271
28.403060953001486,92.40145802154379
29.601962570447583,106.54115446556789
13.318450498648717,57.566854874320406
48.63130824940514,165.25689724726453
39.880977051250156,136.75193103136166
47.27745237038851,165.96934012179798
45.2672307692442,155.91792942177372
31.905499046498832,103.91592950741524
46.48434057604026,163.03800689017103
8.982162592336378,26.126050504546797
13.819228808861533,50.73526298419127
7.035228000974213,20.02617683224073
19.639864884346895,76.48919912030183
22.49047803602669,74.80040666441222
17.210706429825315,58.627164923360226
42.29318791183682,152.0937437782772
21.053899701211517,67.53432737207054
17.642052935932135,62.884484948783125
29.42132374212118,109.51034686883628
11.341590123864318,31.65814926071897
41.098864133931784,144.76919376142277
8.354778965589688,30.541140350806025
49.40991214702328,176.843806873468
39.751014618349586,132.94379760983315
13.942205669037758,42.19543677621077
5.248495270562108,20.979441275051865
41.695764280467536,147.4200983478023
36.80858047314277,130.08249590772905
37.80532256184443,134.05087001394037
39.70716560086756,135.57495599514402
8.332009328034067,30.32330113392425
21.130957784492267,75.42371461221634
10.214107678630837,32.17761978507609
43.83965416440171,162.76766213112975
33.04841570724011,118.03861957989932
19.890411118369215,63.659921428279006
7.860125762871064,30.793208213217873
18.9942044772048,61.6063073190802
19.633249491203618,72.65179623792491
37.83227802521289,138.20595098328212
33.69008621098459,113.8118901466875
44.924573415934695,162.05288760199306
26.24967163228772,93.9377553476895
10.381741067223576,40.44639453525497
37.09601542503478,139.32001890089145
39.23532718776038,136.096704577147
30.25747389062733,102.13247779540822
39.69352309795524,134.47975869471574
27.220801836397584,91.19375500256436
28.522977322189732,99.44491208059355
24.239345826134734,86.54347026555479
6.143860703484283,22.886966458845087
9.8551142146987,38.62881599662557
